file,size_bytes,sha256
CSI1000_daily_amplitude_20190102_20260724.csv,245135,9846B22BC15B8A2F2E8344AD398F2EDC888EC2365E8E76232A8C0B99FF38D43C
000852_1m_20190101_latest.csv,37229338,DB32C1E971CCF9889B4F8308B93B9C77277066CF417B8958DCD0350A52DC71D6
SSE50_daily.csv,167323,22B84DEC570E95CFD9C123493562D9ECA7C291A28F477D9E1F03AC4C8141D180
SSE50_1m.csv,36830300,2B724D8AAA57DBC71818A59083487F0A8A33E3EE05AEAAF713318E9C7D52FD26
CSI300_daily.csv,173738,CB57913B4CBA5528C7215A61127FB87555E8C355A2E2C7C3A757D75ED4C656C8
CSI300_1m.csv,37267093,79A60D82E1F4AD303B30FBC4AEC3D3EFF6D62ED858F2D020840DCA6081597A24
